TenantId	SourceSystem	"TimeGenerated [Abu Dhabi, Muscat]"	Computer	"EventTime [Abu Dhabi, Muscat]"	Facility	HostName	SeverityLevel	SyslogMessage	ProcessID	HostIP	ProcessName	MG	CollectorHostName	Type	_ResourceId
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.207 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=mimelint cmd=getlint warn=0	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.218 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=spf cmd=run cmd=eob result=pass	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.218 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=dkim cmd=run cmd=eob hfrom_domain=sita.gmsmail.com err=""no matching selector"""	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.222 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=dkimv cmd=run signature=0 identity=@sita.gmsmail.com host=mail._domainkey.sita.gmsmail.com result=pass result_detail=pass	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.223 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=dmarc cmd=run arc_result=none arc_result_detail=none arc_trusted_flag=0 arc_override=0 dmarc_detail= dmarc_record=v=DMARC1 p=quarantine fo=1 rua=mailto:dmarc-admin@mconnect.aero dmarcverified=unknown final_dmarc_result=pass orig_dmarc_result=pass auth_result=pass original_auth_result= dyndmarc_override_id= dmarcoverride_type=	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.427 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=1 x=42wkhe01fh-1 status=""restquery returned a response"" restquery_stage=SCORING_API"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.453 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=spam clx_result=success status=OK	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.455 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=spam clx_result_group=0 clx_score=180 clx_shade=MLX priority_score=392 impostor_score=0 rcpts=undef	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.457 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=sandbox cmd=run token=""X-Proofpoint-TraceToken: 1731597848 yX43vA0wv-n5RLTXNGw8OosGdRhYSX_4 42wkhe01fh-1 dubaiairports_production-vm 8.98.518-24101000 -eu"""	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.457 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=sandbox cmd=run mod=sandbox cmd=check_post eta=120	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:08.683 PM"	ppmaster	"11/14/2024, 7:24:08.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=1 x=42wkhe01fh-1 mod=sandbox msghold_response={""id"":""yX43vA0wv-n5RLTXNGw8OosGdRhYSX_4"",""timestamp"":""2024-11-14T15:24:08.555756472Z"",""ud"":{""eta"":""120.00s"",""verdict"":""PROCEED""}}"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.231 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj mod=mail cmd=helo value=mymail.dubaiairports.ae extended=1 routes=	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.243 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj mod=smtpsrv cmd=starttls tls_version=TLSv1.2 cipher=ECDHE-RSA-AES128-GCM-SHA256 cipher_bits=128 verify=NOT	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.316 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=session cmd=data rcpt_routes=default_inbound rcpt_notroutes=Bypass_Email_Banner_Recipient,ExternalBannerGroup,URL_Rewrite_Exclusion,journal,rv_bypass data_routes= data_notroutes=CEO_LinkedIn,InformationSecurityAdvisory,ServiceNowTest"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.452 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj mod=mail cmd=helo value=mymail.dubaiairports.ae extended=1 routes=	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.453 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=session cmd=headers hfrom=muckmsv@sita.gmsmail.com routes= notroutes=*	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.473 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=dmarc cmd=query id=7 query=sita.gmsmail.com.nr6jfzfz2p._efdprecheck type=1 purpose=precheck record=NXDOMAIN ttl=300 dmarc_verified=unknown	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.473 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=spf dnsid=6 record=""v=spf1 include:_spf.mconnect.aero -all"" querydepth=0"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.473 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=spf dnsid=8 record=""v=spf1 ip4:57.250.220.30 ip4:57.255.0.43 ip4:57.6.17.90 -all"" querydepth=1"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.476 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=mimelint cmd=getlint lint=header_mime_version_eccentric_capitalization:1	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.477 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=mimelint cmd=getlint mime=1 score=1 threshold=100 duration=0.000	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.477 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=mimelint cmd=getlint warn=0	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.477 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=session cmd=data rcpt_routes= rcpt_notroutes=Bypass_Email_Banner_Recipient,ExternalBannerGroup,URL_Rewrite_Exclusion,default_inbound,journal,rv_bypass data_routes= data_notroutes=CEO_LinkedIn,InformationSecurityAdvisory,ServiceNowTest"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.489 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=session cmd=headers hfrom=muckmsv@sita.gmsmail.com routes= notroutes=*	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.490 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=spf cmd=run cmd=eob result=pass	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.491 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=dkim cmd=run cmd=eob hfrom_domain=sita.gmsmail.com err=""no matching selector"""	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.496 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=dkimv cmd=run signature=0 identity=@sita.gmsmail.com host=mail._domainkey.sita.gmsmail.com result=pass result_detail=pass	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.498 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=dmarc cmd=run arc_result=none arc_result_detail=none arc_trusted_flag=0 arc_override=0 dmarc_detail= dmarc_record=v=DMARC1 p=quarantine fo=1 rua=mailto:dmarc-admin@mconnect.aero dmarcverified=unknown final_dmarc_result=pass orig_dmarc_result=pass auth_result=pass original_auth_result= dyndmarc_override_id= dmarcoverride_type=	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.542 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=mimelint cmd=getlint lint=header_mime_version_eccentric_capitalization:1	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.543 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=mimelint cmd=getlint mime=1 score=1 threshold=100 duration=0.000	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.544 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=mimelint cmd=getlint warn=0	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.553 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fj m=1 x=42wkhe01fj-1 mod=dkim cmd=run cmd=eob hfrom_domain=sita.gmsmail.com err=""no matching selector"""	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.701 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	"info s=42wkhe01fh m=2 x=42wkhe01fh-2 status=""restquery returned a response"" restquery_stage=SCORING_API"	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.733 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=spam clx_result=success status=OK	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
07096aee-125f-4be1-aa94-77e109f38823	Linux	"11/14/2024, 7:24:09.733 PM"	ppmaster	"11/14/2024, 7:24:09.000 PM"	local6	ppmaster	info	info s=42wkhe01fh m=2 x=42wkhe01fh-2 mod=spam clx_result_group=0 clx_score=180 clx_shade=MLX priority_score=392 impostor_score=0 rcpts=undef	75096	Unknown IP	filter_instance1	00000000-0000-0000-0000-000000000002	davplddcslog3	Syslog	/subscriptions/e181b2aa-9b50-4b3f-8d2f-44fbd5d8816c/resourcegroups/rg-ddc-soc-p/providers/microsoft.hybridcompute/machines/davplddcslog3
